PMC6613603	R02006	98	136	FA 7:0;3(2:0;2Me);6oxo
PMC6938899	D02001	63	78	SM(1) 18:0;3OH/24:0
PMC6426235	M06003	62	77	SM 18:1;O2/12:0
PMC5156423	R00004	34	49	SM 18:1;O2/16:0
PMC6938899	R04013	10	25	SM 18:1;O2/16:0
PMC5514249	D00003	30	45	SM 18:2;O2/18:1
PMC6938899	R04005	0	15	SM 18:2;O2/24:1
PMC6938899	R04011	26	41	SM 18:2;O2/24:1
PMC6316856	R04005	222	229	SM 18:1;O2
PMC3901199	M01003	157	169	SM 18:1;O2/12:0
PMC6948762	M01002	225	237	SM 18:1;O2/17:0
PMC6382115	R08010	84	91	SM 22:3;O2
PMC6382115	R08013	171	178	SM 22:3;O2
PMC6382115	R09014	121	128	SM 22:3;O2
PMC6382115	R08002	89	96	SM 22:3;O2
PMC6400388	R02004	35	42	SM 34:1;O2
PMC6400388	D00007	42	49	SM 38:1;O2
PMC6400388	D00007	55	62	SM 40:1;O2
PMC6629294	R00064	69	82	SM 16:1;O2/18:0
PMC6629294	A02002	137	150	SM 16:1;O2/18:0
PMC6629294	R00059	12	25	SM 16:1;O2/18:0
PMC6629294	R00065	49	62	SM 16:1;O2/18:0
PMC6629294	R00060	78	91	SM 16:1;O2/18:0
PMC6629294	R00063	67	80	SM 16:1;O2/18:0
PMC5771865	R00108	178	191	SM 16:1;O2/24:1
PMC5771865	R00105	112	125	SM 16:1;O2/24:1
PMC6762021	M01003	237	250	SM 18:1;O2/12:0
PMC6629294	R00059	30	43	SM 18:1;O2/18:0
PMC6629294	D00061	71	84	SM 18:1;O2/18:0
PMC6629294	R00064	90	103	SM 18:1;O2/18:0
PMC6629294	A02002	189	202	SM 18:1;O2/18:0
PMC6629294	R00063	85	98	SM 18:1;O2/18:0
PMC6629294	D00057	94	107	SM 18:1;O2/18:0
PMC6629294	R00060	96	109	SM 18:1;O2/18:0
PMC6629294	D00055	185	198	SM 18:1;O2/18:0
PMC5771865	R00110	106	119	SM 18:1;O2/20:0
PMC5771865	R00105	94	107	SM 18:1;O2/22:1
PMC5771865	R00108	160	173	SM 18:1;O2/22:1
PMC5771865	R00110	174	187	SM 18:2;O2/16:0
PMC5771865	R00110	88	101	SM 18:2;O2/22:0
PMC5771865	R00103	218	226	SM 38:1;O2
PMC5771865	R00103	205	213	SM 40:2;O2
PMC5564624	R02005	231	239	SM 16:0;O2
PMC5357680	R01006	505	518	SM(1) 18:0;3OH/12:0
PMC5357680	R01006	520	533	SM(1) 18:0;3OH/22:0
PMC5357680	R01006	535	548	SM 18:0;O2/22:1
PMC5357680	R01006	550	563	SM(1) 18:0;3OH/24:0
PMC3726671	M05037	121	134	SM 18:1;O2/18:2
PMC3726671	M06015	121	134	SM 18:1;O2/18:2
PMC3726671	M06014	52	65	SM 18:1;O2/18:2
PMC3726671	M05036	52	65	SM 18:1;O2/18:2
PMC5309878	D00074	14	27	SM 18:1;O2/24:0
PMC5357680	R01006	490	503	SM 18:1;O2/24:1
PMC5746113	R02004	100	108	SM 22:0;O2
PMC5746113	D00006	136	144	SM 22:0;O2
PMC5746113	R02005	137	145	SM 22:0;O2
PMC5746113	A02001	86	94	SM 22:0;O2
PMC2826632	D00043	89	97	SM 30:1;O2
PMC6280838	R04001	40	48	SM 32:0;O2
PMC4013650	D00025	267	275	SM 34:1;O2
PMC4013650	D00013	89	97	SM 34:1;O2
PMC3726671	D00016	17	25	SM 36:3;O2
PMC3726671	R02040	61	69	SM 36:3;O2
PMC3726671	R02019	9	17	SM 36:3;O2
PMC3726671	M06030	29	37	SM 36:3;O2
PMC3726671	R02037	17	25	SM 36:3;O2
PMC3726671	R02034	14	22	SM 36:3;O2
PMC3726671	M05052	29	37	SM 36:3;O2
PMC3726671	D00012	140	148	SM 36:3;O2
PMC5585246	R01003	106	114	SM 38:1;O2
PMC2826632	D00040	134	142	SM 38:2;O2
PMC4013650	D00013	178	186	SM 38:3;O2
PMC4013650	R01007	64	72	SM 38:3;O2
PMC4013650	D00025	214	222	SM 38:3;O2
PMC2826632	D00041	33	41	SM 42:1;O2
PMC6162413	D00007	307	315	SM 42:1;O2
PMC2826632	D00041	46	54	SM 42:2;O2
PMC6162413	D00018	122	130	SM 42:3;O2
PMC6162413	D00007	380	388	SM 42:3;O2
PMC6162413	R02034	88	96	SM 42:3;O2
PMC6162413	A00005	115	123	SM 42:3;O2
PMC6162413	R03003	88	96	SM 42:3;O2
PMC5133601	D00018	245	259	SM 16:0;O2/22:2
PMC5585246	R03039	117	131	SM(1) 18:0;3OH/14:0
PMC5585246	R03027	48	62	SM(1) 18:0;3OH/14:0
PMC5585246	R03027	64	78	SM(1) 18:0;3OH/15:0
PMC3734953	R00024	95	109	SM(1) 18:0;3OH/16:0
PMC3734953	R01019	95	109	SM(1) 18:0;3OH/16:0
PMC5585246	R03039	137	151	SM(1) 18:0;3OH/18:0
PMC5585246	R03027	84	98	SM(1) 18:0;3OH/18:0
PMC5585246	R03041	28	42	SM(1) 18:0;3OH/18:0
PMC6521063	D00043	20	34	SM 18:0;O2/24:1
PMC6521063	D00039	74	88	SM 18:0;O2/24:1
PMC6521063	D00041	9	23	SM 18:0;O2/24:1
PMC5402394	M07008	7	21	SM 18:1;O2/12:0
PMC5564526	D00031	38	52	SM 18:1;O2/14:0
PMC6162413	M02004	95	109	SM 18:1;O2/16:0
PMC5107952	R03013	56	70	SM 18:1;O2/16:0
PMC5955422	R01016	117	131	SM 18:1;O2/16:0
PMC5250582	R00061	63	77	SM 18:1;O2/16:0
PMC5955422	R02002	139	153	SM 18:1;O2/16:0
PMC6162413	D00007	242	256	SM 18:1;O2/16:0
PMC5250582	R00056	249	263	SM 18:1;O2/16:0
PMC5955422	D00020	102	116	SM 18:1;O2/16:0
PMC5133601	D00018	261	275	SM 18:1;O2/17:1
PMC5250582	R00007	279	293	SM 18:1;O2/18:0
PMC5250582	R00056	276	290	SM 18:1;O2/18:0
PMC5250582	R00061	79	93	SM 18:1;O2/18:0
PMC5250582	M00000	102	116	SM 18:1;O2/18:0
PMC5250582	R00013	187	201	SM 18:1;O2/18:0
PMC5250582	R00021	53	67	SM 18:1;O2/18:0
PMC3726671	D00019	157	171	SM 18:1;O2/18:2
PMC5133601	D00018	280	294	SM 18:1;O2/19:0
PMC5250582	R00056	303	317	SM 18:1;O2/20:0
PMC5250582	R00061	95	109	SM 18:1;O2/20:0
PMC5585246	R01003	116	130	SM 18:1;O2/20:0
PMC5250582	R00056	330	344	SM 18:1;O2/22:0
PMC5250582	R00061	111	125	SM 18:1;O2/22:0
PMC6162413	R02034	72	86	SM 18:1;O2/23:0
PMC6162413	A00005	99	113	SM 18:1;O2/23:0
PMC6162413	D00018	106	120	SM 18:1;O2/23:0
PMC6162413	R03003	72	86	SM 18:1;O2/23:0
PMC6162413	D00007	258	272	SM 18:1;O2/23:0
PMC6426235	D03003	15	29	SM 18:1;O2/23:1
PMC6426235	R06002	34	48	SM 18:1;O2/23:1
PMC6162413	D00007	291	305	SM 18:1;O2/24:0
PMC5250582	R00061	131	145	SM 18:1;O2/24:1
PMC5250582	R00056	361	375	SM 18:1;O2/24:1
PMC6521063	R05006	93	107	SM 18:1;O2/24:1
PMC6521063	R03011	195	209	SM 18:1;O2/24:1
PMC6521063	R05005	168	182	SM 18:1;O2/24:1
PMC6426235	R06002	15	29	SM 18:1;O2/24:2
PMC6426235	D03003	34	48	SM 18:1;O2/24:2
PMC6426235	R06002	88	102	SM 18:1;O2/25:3
PMC3321123	M02012	111	124	SM 18:1;O2/6:0
PMC5564526	D00031	54	68	SM 18:2;O2/14:0
PMC5585246	R01003	86	100	SM 18:2;O2/16:0
PMC3726671	D01002	12	26	SM 18:2;O2/18:1
PMC3726671	D00024	46	60	SM 18:2;O2/18:1
PMC3726671	D00028	20	34	SM 18:2;O2/18:1
PMC5514249	A02000	150	164	SM 18:2;O2/18:1
PMC3726671	D00019	139	153	SM 18:2;O2/18:1
PMC6162413	D00007	274	288	SM 18:2;O2/24:1
PMC5028741	R00070	17	23	SM 16:0;O2
PMC5028741	R00033	11	17	SM 16:0;O2
PMC6316856	D00038	67	73	SM 16:0;O2
PMC5028741	R00031	7	13	SM 16:0;O2
PMC6316856	D00038	92	98	SM 20:0;O2
PMC5028741	R00033	22	28	SM 22:0;O2
PMC5028741	R00031	18	24	SM 22:0;O2
PMC5028741	R00071	17	23	SM 22:0;O2
PMC5028741	R00032	0	6	SM 24:0;O2
PMC5028741	R00073	13	19	SM 24:0;O2
PMC6400388	R02006	72	78	SM 36:1;O2
PMC6400388	R02007	40	46	SM 36:1;O2
PMC6400388	R02007	48	54	SM 38:1;O2
PMC6400388	R02006	80	86	SM 38:1;O2
PMC6400388	R02006	91	97	SM 40:1;O2
PMC6400388	R02007	59	65	SM 40:1;O2
PMC3901199	M01003	238	246	SPB 17:1;O2
PMC6440635	M04021	416	428	ST 29:2;O
PMC3901199	R07032	191	209	TG 17:0/17:0/17:0
PMC3901199	M01003	171	189	TG 17:0/17:0/17:0
PMC6948762	M01002	205	223	TG 17:0/17:0/17:0
PMC3087804	R01012	99	107	TG 52:5
PMC3321123	M02012	172	191	TG 13:0/13:0/13:0
PMC6162413	M02004	141	160	TG 13:0/13:0/13:0
PMC3321123	M02012	193	212	TG 17:0/17:0/17:0
PMC5323494	R04016	80	89	TG 42:1
PMC5323494	R04016	66	75	TG 42:2
PMC2826632	D00022	25	34	TG 48:1
PMC2826632	D00024	33	42	TG 48:1
PMC2826632	D00023	81	90	TG 48:2
PMC2826632	D00022	14	23	TG 48:2
PMC2826632	D00024	19	28	TG 48:2
PMC2826632	D00022	39	48	TG 50:2
PMC2826632	D00044	26	35	TG 52:1
PMC2826632	D00053	74	83	TG 54:5
PMC2826632	D00055	0	9	TG 54:5
PMC2826632	D00056	15	24	TG 54:5
PMC2826632	D00057	14	23	TG 54:5
PMC6875220	R00022	37	55	FA 14:0
PMC6592169	R06008	75	93	FA 14:0
PMC6875220	R00029	89	107	FA 14:0
PMC5431835	M14009	74	92	FA 14:0
PMC6244184	M07073	127	146	TG 16:0/16:0/16:0
PMC6244184	M07077	70	89	TG 16:0/16:0/16:0
PMC6244184	M07073	148	167	TG 18:0/16:0/14:0
PMC5314995	M00001	237	256	TG 19:1/19:1/19:1
PMC6416286	R06001	24	33	TG 42:3
PMC6416286	R06001	38	47	TG 46:3
PMC6244184	M07073	102	111	TG 48:0
PMC6244184	M07077	0	9	TG 48:0
PMC6416286	R05001	45	54	TG 48:1
PMC7015966	D00028	0	9	TG 48:2
PMC6416286	R05001	23	32	TG 49:1
PMC6416286	D00039	14	23	TG 49:1
PMC6416286	R04005	45	54	TG 49:1
PMC6416286	R04005	56	65	TG 51:1
PMC6416286	R05001	12	21	TG 51:1
PMC6416286	D00039	28	37	TG 51:1
PMC5314995	R00011	42	51	TG 52:4
PMC6416286	R04005	34	43	TG 54:1
PMC5314995	R00011	56	65	TG 54:5
PMC6416286	R04005	23	32	TG 56:2
PMC6416286	R04005	70	79	TG 56:3
PMC6416286	R05001	34	43	TG 56:6
PMC5314995	R00005	171	180	TG 58:7
PMC6244184	M07008	12	21	TG 58:8
PMC6244184	M07009	131	140	TG 58:8
PMC5502363	D00035	252	261	TG 62:9
PMC7118049	R03012	41	48	TG 48:0
PMC7118049	R03010	14	21	TG 48:0
PMC6381113	R03008	41	48	TG 48:1
PMC6381113	R01030	41	48	TG 48:1
PMC5835505	D00022	146	153	TG 50:2
PMC7118049	M03003	94	101	TG 51:0
PMC7118049	R00008	135	142	TG 51:0
PMC7118049	R03010	41	48	TG 52:2
PMC6381113	R01027	37	44	TG 52:4
PMC6381113	R03005	37	44	TG 52:4
PMC7118049	R03004	31	38	TG 54:1
PMC7118049	R03004	18	25	TG 54:2
PMC7118049	R00013	121	128	TG 54:3
PMC7118049	R00013	130	137	TG 54:4
PMC7118049	R03012	84	91	TG 54:4
PMC7118049	R03010	70	77	TG 54:4
PMC7118049	R00013	143	150	TG 54:5
PMC5835505	D00024	54	61	TG 56:4
PMC5835505	D00025	28	35	TG 56:4
PMC7118049	M03003	75	82	TG 57:0
PMC7118049	R00008	148	155	TG 57:0
PMC6244184	M07073	192	210	TG 14:0/18:0/16:0
PMC6585800	R01001	54	72	TG 16:0_16:0_16:0
PMC6585800	R02000	159	177	TG 16:0_18:1_18:1
PMC3726671	M04001	66	84	TG 17:0/17:0/17:0
PMC3726671	M05013	214	232	TG 17:0/17:0/17:0
PMC3334549	M03015	359	377	TG 17:0/17:0/17:0
PMC3334549	M03016	163	181	TG 17:0/17:0/17:0
PMC3734953	R06020	87	105	TG 17:2/17:2/18:0
PMC3734953	R00014	154	172	TG 17:2/17:2/18:0
PMC3734953	R00026	55	73	TG 17:2/17:2/18:0
PMC3734953	R01021	55	73	TG 17:2/17:2/18:0
PMC3734953	R06010	39	57	TG 17:2/17:2/18:0
PMC3734953	R05017	39	57	TG 17:2/17:2/18:0
PMC3734953	R01009	154	172	TG 17:2/17:2/18:0
PMC3734953	R05027	87	105	TG 17:2/17:2/18:0
PMC3734953	R06020	51	69	TG 17:2/17:2/18:2
PMC3734953	R05027	51	69	TG 17:2/17:2/18:2
PMC6244184	M07073	169	187	TG 18:0/14:0/16:0
PMC6162413	D00007	438	446	TG 54:1
PMC6162413	A00005	128	136	TG 54:1
PMC6162413	R02004	129	137	TG 54:1
PMC6162413	R02003	138	146	TG 54:1
PMC6162413	R02034	101	109	TG 54:1
PMC6162413	R03003	101	109	TG 54:1
PMC6162413	D00018	135	143	TG 54:1
PMC4055632	R04004	18	28	FAL 13:0
PMC4893840	M02006	29	45	FA 13:0
PMC2878333	M04002	113	129	FA 13:0
PMC3446261	M01003	156	172	FA 13:0
PMC3264576	M00001	52	68	FA 13:0
PMC3264576	M02001	24	40	FA 13:0
PMC4969426	M01000	124	140	FA 13:0
PMC5587770	M01006	74	90	FA 13:0
PMC4969426	M01003	176	192	FA 13:0
PMC4969426	M00001	401	417	FA 13:0
PMC6381113	M04037	354	369	FA 11:0
PMC6381113	M04035	105	120	FA 11:0
PMC6381113	M09005	354	369	FA 11:0
PMC6381113	M09003	105	120	FA 11:0
PMC2826632	M04001	49	64	FA 11:0
